"year","iteration","sAg","ppnCUsLowerBM"
1,"1",216763.005780347,NA
1,"2",216763.005780347,NA
1,"3",216763.005780347,NA
1,"4",216763.005780347,NA
1,"5",216763.005780347,NA
2,"1",216763.005780347,NA
2,"2",216763.005780347,NA
2,"3",216763.005780347,NA
2,"4",216763.005780347,NA
2,"5",216763.005780347,NA
3,"1",216763.005780347,NA
3,"2",216763.005780347,NA
3,"3",216763.005780347,NA
3,"4",216763.005780347,NA
3,"5",216763.005780347,NA
4,"1",216763.005780347,NA
4,"2",216763.005780347,NA
4,"3",216763.005780347,NA
4,"4",216763.005780347,NA
4,"5",216763.005780347,NA
5,"1",216763.005780347,NA
5,"2",216763.005780347,NA
5,"3",216763.005780347,NA
5,"4",216763.005780347,NA
5,"5",216763.005780347,NA
6,"1",216763.005780347,NA
6,"2",216763.005780347,NA
6,"3",216763.005780347,NA
6,"4",216763.005780347,NA
6,"5",216763.005780347,NA
7,"1",54005.0710715464,NA
7,"2",65708.0426581268,NA
7,"3",55874.0228537939,NA
7,"4",75958.3314330004,NA
7,"5",47110.1711380991,NA
8,"1",71627.528296348,NA
8,"2",94813.155116121,NA
8,"3",92342.3279195334,NA
8,"4",138590.142485693,NA
8,"5",69928.9549931573,NA
9,"1",68647.4336456085,NA
9,"2",94744.6365688234,NA
9,"3",126418.339610448,NA
9,"4",125118.051507395,NA
9,"5",85909.0976584845,NA
10,"1",73419.4905425943,NA
10,"2",93359.7469694878,NA
10,"3",152525.051339509,NA
10,"4",62664.5715769146,NA
10,"5",64056.20435195,NA
11,"1",148919.779069205,NA
11,"2",73563.1007979821,NA
11,"3",212936.167950449,NA
11,"4",80282.571055096,NA
11,"5",58770.0415083341,NA
12,"1",111099.422011211,NA
12,"2",134109.097329934,NA
12,"3",93649.1395772365,NA
12,"4",57700.8692052162,NA
12,"5",99159.8166654698,NA
13,"1",81164.8062743757,NA
13,"2",117754.175476296,NA
13,"3",110652.692455427,NA
13,"4",70930.4032660746,NA
13,"5",55164.7932739372,NA
14,"1",114727.773978369,NA
14,"2",167699.951710716,NA
14,"3",217878.786326335,NA
14,"4",60427.8739716171,NA
14,"5",92065.0620440269,NA
15,"1",87055.7528018281,NA
15,"2",86005.4579215654,NA
15,"3",86378.3316969054,NA
15,"4",85757.0670405078,NA
15,"5",109857.480436445,NA
16,"1",96815.7939865274,NA
16,"2",112685.688092017,NA
16,"3",158352.046853092,NA
16,"4",54068.6060779272,NA
16,"5",57832.505940276,NA
17,"1",54686.0682789896,NA
17,"2",78783.3105411799,NA
17,"3",59533.4674264152,NA
17,"4",70907.2160571332,NA
17,"5",141520.952743971,NA
18,"1",63627.7751593034,NA
18,"2",153143.067036173,NA
18,"3",64345.6843507291,NA
18,"4",71634.9205935491,NA
18,"5",73075.5492361155,NA
19,"1",122649.709144301,NA
19,"2",115040.126691329,NA
19,"3",29595.8854279655,NA
19,"4",126800.094948805,NA
19,"5",130970.339362769,NA
20,"1",116322.983678269,NA
20,"2",67974.0021604465,NA
20,"3",70543.2155274323,NA
20,"4",113456.880497347,NA
20,"5",120625.842381886,NA
21,"1",88009.1528243454,NA
21,"2",101809.970167065,NA
21,"3",36123.9612897397,NA
21,"4",108672.146035016,NA
21,"5",126594.066771567,NA
22,"1",54735.1339480258,NA
22,"2",96586.861767297,NA
22,"3",67390.2389696333,NA
22,"4",63713.5949428155,NA
22,"5",77093.2238927695,NA
23,"1",79610.4472594185,NA
23,"2",108258.805297864,NA
23,"3",66172.209358968,NA
23,"4",35915.03682564,NA
23,"5",179918.380288332,NA
24,"1",102972.448513267,NA
24,"2",91679.5506062185,NA
24,"3",107442.063000533,NA
24,"4",43699.3647077162,NA
24,"5",192728.605146437,NA
25,"1",58939.6471844689,NA
25,"2",57813.7010593259,NA
25,"3",53576.172480025,NA
25,"4",55375.6662878292,NA
25,"5",156507.759502555,NA
26,"1",53442.8618776637,NA
26,"2",67682.2678456121,NA
26,"3",123917.775157387,NA
26,"4",61111.5456799539,NA
26,"5",110899.407244856,NA
27,"1",59603.0964108874,NA
27,"2",75324.9677803097,NA
27,"3",81278.3694873864,NA
27,"4",62378.2758060557,NA
27,"5",186745.484862732,NA
28,"1",69831.501339655,NA
28,"2",104475.345759117,NA
28,"3",84226.7820231167,NA
28,"4",73707.0874829841,NA
28,"5",205774.122427204,NA
29,"1",69963.6129569088,NA
29,"2",87955.9689689428,NA
29,"3",114129.556659459,NA
29,"4",74494.6730605289,NA
29,"5",149333.857682463,NA
30,"1",28756.5438288952,NA
30,"2",158245.667587862,NA
30,"3",155503.230947001,NA
30,"4",97809.7305810688,NA
30,"5",87134.5395712857,NA
31,"1",79202.4979539383,NA
31,"2",106621.275079611,NA
31,"3",82615.7737873138,NA
31,"4",38596.6713764764,NA
31,"5",61398.2521698013,NA
32,"1",64063.2925240348,NA
32,"2",111935.20178198,NA
32,"3",107434.650289914,NA
32,"4",35195.7383042375,NA
32,"5",56618.1992298641,NA
33,"1",137259.536166763,NA
33,"2",98742.0244339816,NA
33,"3",85516.0570766211,NA
33,"4",91109.8826119941,NA
33,"5",95211.403165903,NA
34,"1",99317.9606359459,NA
34,"2",122632.243850676,NA
34,"3",85577.6179729651,NA
34,"4",27991.4762099922,NA
34,"5",201275.177945071,NA
35,"1",86873.401289837,NA
35,"2",92860.1880695036,NA
35,"3",68232.0393885353,NA
35,"4",33068.3088797713,NA
35,"5",63497.9844241484,NA
36,"1",137222.743434606,NA
36,"2",73208.5904208721,NA
36,"3",89496.4161020097,NA
36,"4",49350.8899511317,NA
36,"5",55010.3316669205,NA
37,"1",70620.0354095785,NA
37,"2",70880.0355458916,NA
37,"3",66610.9290668041,NA
37,"4",32383.6784398545,NA
37,"5",46129.1491115279,NA
38,"1",72163.8859357101,NA
38,"2",167911.365956034,NA
38,"3",81436.686359987,NA
38,"4",35706.6087719184,NA
38,"5",188522.860988361,NA
39,"1",141368.127546096,NA
39,"2",92907.9205885569,NA
39,"3",73199.8288952504,NA
39,"4",38030.6590709262,NA
39,"5",89688.7304139139,NA
40,"1",58573.3266951091,NA
40,"2",118354.835633774,NA
40,"3",87443.9812486879,NA
40,"4",90048.5943577748,NA
40,"5",66575.9134020262,NA
41,"1",37482.2855365774,NA
41,"2",136490.461739179,NA
41,"3",83074.9262094545,NA
41,"4",55654.122426699,NA
41,"5",134851.54552407,NA
42,"1",90659.0739498781,NA
42,"2",103778.976088339,NA
42,"3",67137.6095424353,NA
42,"4",35482.1392304665,NA
42,"5",77946.5571543033,NA
43,"1",53374.8953065825,NA
43,"2",90335.2728026603,NA
43,"3",124237.484668978,NA
43,"4",74031.8284342831,NA
43,"5",91028.0335606158,NA
44,"1",71216.8218261855,NA
44,"2",115668.670758584,NA
44,"3",102164.232277196,NA
44,"4",40437.3245954167,NA
44,"5",96234.456317979,NA
45,"1",87998.4886774571,NA
45,"2",211945.905779542,NA
45,"3",73892.1702581349,NA
45,"4",91237.9311009375,NA
45,"5",59744.030192994,NA
46,"1",74544.7883439334,NA
46,"2",102622.818642223,NA
46,"3",84474.5688108195,NA
46,"4",129741.50353168,NA
46,"5",73033.9283632565,NA
47,"1",54189.8069965953,NA
47,"2",105104.926238264,NA
47,"3",62004.4123029358,NA
47,"4",188490.29513726,NA
47,"5",48164.1064101019,NA
48,"1",61501.4590667174,NA
48,"2",111955.534280193,NA
48,"3",107076.127217518,NA
48,"4",114401.889090481,NA
48,"5",72147.6233375847,NA
49,"1",99194.210318366,NA
49,"2",43560.9094845506,NA
49,"3",115592.252779817,NA
49,"4",61197.6671490051,NA
49,"5",69999.3793275511,NA
50,"1",102697.406825975,NA
50,"2",70340.2864913366,NA
50,"3",63006.9722291786,NA
50,"4",70718.2995256661,NA
50,"5",67080.1855565886,NA
51,"1",159344.994613793,1
51,"2",63279.9626856246,1
51,"3",109322.347586592,1
51,"4",35121.6849181623,1
51,"5",89604.5095099981,1
52,"1",305393.769024375,1
52,"2",111042.781313741,1
52,"3",85237.118041415,1
52,"4",120437.164636479,1
52,"5",118150.451255134,1
53,"1",84482.4151838675,1
53,"2",176031.016043003,1
53,"3",64925.617559088,1
53,"4",84035.0141083694,1
53,"5",120194.175253165,1
54,"1",86376.0544024791,1
54,"2",200329.846987358,1
54,"3",48751.0007497603,1
54,"4",89447.6679556697,1
54,"5",63757.8448858281,1
55,"1",82341.8462550859,1
55,"2",81941.1820182076,1
55,"3",78169.745982954,1
55,"4",60960.4006933843,1
55,"5",95730.0822649329,1
56,"1",29578.4388003522,1
56,"2",92615.1859551619,1
56,"3",110068.07394559,1
56,"4",189620.897122822,1
56,"5",199242.210590343,1
57,"1",79981.0442592574,1
57,"2",105865.340831945,1
57,"3",99028.8803434825,1
57,"4",172088.127435939,1
57,"5",70201.9277587494,1
58,"1",122245.529152737,1
58,"2",106385.232568737,1
58,"3",110452.185786429,1
58,"4",128200.849796999,1
58,"5",133145.708420543,1
59,"1",90364.4054290719,1
59,"2",59333.9100270809,1
59,"3",42387.4527611837,1
59,"4",109048.953346874,1
59,"5",63796.7875812133,1
60,"1",120534.803568319,1
60,"2",168078.901900691,1
60,"3",142349.854053048,1
60,"4",104351.228375541,1
60,"5",156845.62685129,1
61,"1",71799.1960984515,1
61,"2",87823.8284832692,1
61,"3",61128.3777707573,1
61,"4",201001.6274408,1
61,"5",62780.8992148268,1
62,"1",106347.880702567,1
62,"2",53398.7207345357,1
62,"3",227083.307895521,1
62,"4",115179.324631681,1
62,"5",121304.249719249,1
63,"1",116982.611838421,1
63,"2",38274.4025672489,1
63,"3",125248.26255255,1
63,"4",133615.545554498,1
63,"5",111405.088110037,1
64,"1",203154.990852662,1
64,"2",113452.353684688,1
64,"3",94630.7390646281,1
64,"4",69604.6160489272,1
64,"5",119765.218325333,1
65,"1",60549.811313691,1
65,"2",36681.5998418094,1
65,"3",169468.000879928,1
65,"4",109398.360058061,1
65,"5",52820.8884818021,1
66,"1",166266.429509919,1
66,"2",115630.553653687,1
66,"3",89961.6388041694,1
66,"4",90089.6882928035,1
66,"5",38719.4313894771,1
67,"1",113693.623623027,1
67,"2",39576.2242222908,1
67,"3",97731.0434223719,1
67,"4",81805.1158276791,1
67,"5",84003.7601991433,1
68,"1",116366.571376995,1
68,"2",10398.9141769298,0
68,"3",160799.345579505,1
68,"4",59297.4720889639,1
68,"5",35057.0513227898,1
69,"1",80462.9571452073,1
69,"2",80900.0673412982,1
69,"3",163500.063064637,1
69,"4",72615.5205680925,1
69,"5",34503.6037503688,1
70,"1",110625.852626915,1
70,"2",64441.4691347864,1
70,"3",76218.7104925964,1
70,"4",72226.7876234469,1
70,"5",63504.6424252244,1
71,"1",188328.635063133,1
71,"2",117615.218585643,1
71,"3",65829.370017687,1
71,"4",64689.1631893192,1
71,"5",96077.7320477775,1
72,"1",75006.7330075817,1
72,"2",76989.2230588579,1
72,"3",52500.1571533126,1
72,"4",47089.5266751922,1
72,"5",37913.2274395348,1
73,"1",106604.458106805,1
73,"2",82091.6002179757,1
73,"3",153236.522827845,1
73,"4",48122.5204080284,1
73,"5",106549.267991567,1
74,"1",39282.5446056707,1
74,"2",42653.5292971377,1
74,"3",95127.1928907514,1
74,"4",59658.114497473,1
74,"5",64304.5349458867,1
75,"1",70033.6352675226,1
75,"2",63509.5186476826,1
75,"3",53894.0619294227,1
75,"4",93515.3154870502,1
75,"5",49847.0027690649,1
76,"1",63153.9271362312,1
76,"2",34971.6748749069,1
76,"3",78708.1854742774,1
76,"4",71246.5697330476,1
76,"5",86222.5914989761,1
77,"1",150199.612228805,1
77,"2",82365.9844563218,1
77,"3",41221.9821939106,1
77,"4",44789.2116290659,1
77,"5",84233.286831137,1
78,"1",107384.524691501,1
78,"2",90879.3603737876,1
78,"3",111878.971498949,1
78,"4",53874.6650891246,1
78,"5",41714.6551033791,1
79,"1",57156.9727805981,1
79,"2",59240.7878812573,1
79,"3",106480.116751934,1
79,"4",182161.974942799,1
79,"5",53460.3492209599,1
80,"1",69718.957178456,1
80,"2",43262.6350635686,1
80,"3",35552.040536393,1
80,"4",83386.0226873994,1
80,"5",44068.602456767,1
81,"1",23312.0006140762,0
81,"2",93887.4687574279,1
81,"3",93634.3485388116,1
81,"4",19287.430657822,0
81,"5",97317.3844998253,1
82,"1",39755.8813342308,1
82,"2",29581.3885229423,1
82,"3",62462.2404192165,1
82,"4",37934.0072744,1
82,"5",93005.6955979963,1
83,"1",30128.1713042936,1
83,"2",70909.9727754189,1
83,"3",36839.2540994075,1
83,"4",25854.4903509513,0
83,"5",22969.1966433481,0
84,"1",25686.6336103181,0
84,"2",65022.3773309314,1
84,"3",57070.7889145468,1
84,"4",27943.4897174211,1
84,"5",46739.3404681379,1
85,"1",21209.4218136918,0
85,"2",44341.3340929194,1
85,"3",40018.1343161632,1
85,"4",24411.5027650231,0
85,"5",64968.0739145617,1
86,"1",37748.2956972184,1
86,"2",38082.8171436209,1
86,"3",69721.541809618,1
86,"4",16274.5179694111,0
86,"5",4916.83081304608,0
87,"1",28215.3120731178,1
87,"2",19117.1383416168,0
87,"3",66259.0025725069,1
87,"4",25217.9743534442,0
87,"5",33094.2117050167,1
88,"1",32146.466108418,1
88,"2",35019.8837171308,1
88,"3",14026.709954925,0
88,"4",15266.0446561602,0
88,"5",39099.4597573458,1
89,"1",16381.9818903116,0
89,"2",28924.4611853002,1
89,"3",33971.3550490492,1
89,"4",12587.5733377031,0
89,"5",21558.7533245291,0
90,"1",15743.2347133357,0
90,"2",12738.9572512239,0
90,"3",33932.2689047601,1
90,"4",11077.0717100542,0
90,"5",21467.7603667717,0
91,"1",19627.5216105587,0
91,"2",23587.4124747061,0
91,"3",15712.4122257062,0
91,"4",30798.1618615688,1
91,"5",12413.3479927665,0
92,"1",12698.3035946554,0
92,"2",7698.45902541875,0
92,"3",24412.1783874351,1
92,"4",3730.89532719368,0
92,"5",13073.5185611366,0
93,"1",8978.60806564322,0
93,"2",13695.3768079309,0
93,"3",15069.5938773115,0
93,"4",15603.677373307,0
93,"5",11289.0520259309,0
94,"1",27452.5084318659,1
94,"2",22271.5795209754,0
94,"3",15291.6269428215,0
94,"4",15944.0168600057,0
94,"5",9945.46259887034,0
95,"1",9638.88042104995,0
95,"2",18760.1124570656,0
95,"3",10551.7923408855,0
95,"4",5915.59751089831,0
95,"5",9828.84422621237,0
96,"1",41356.6245280422,1
96,"2",5870.30155793228,0
96,"3",17787.7413830987,0
96,"4",4401.33512961043,0
96,"5",6308.70955206246,0
97,"1",10637.3979187257,0
97,"2",9334.84815605843,0
97,"3",18251.1836358147,0
97,"4",9846.75540276583,0
97,"5",3571.90558829231,0
98,"1",9929.26041739737,0
98,"2",10486.4661049677,0
98,"3",4927.43296611198,0
98,"4",5399.50551597265,0
98,"5",6831.29003103212,0
99,"1",37788.6443147659,1
99,"2",11028.658209828,0
99,"3",17280.7506229354,0
99,"4",2021.91649318326,0
99,"5",3239.07373422119,0
100,"1",17176.0837104086,0
100,"2",4586.50271659223,0
100,"3",30618.4875136868,1
100,"4",4173.56860809874,0
100,"5",3925.57525864577,0
